City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,igarka,67.4667,86.5833,-24.8,90,75,5.39,RU,1674438762
367,beringovskiy,63.05,179.3167,-21.92,95,100,6.98,RU,1674438762
368,markova,48.6758,24.4138,3.77,97,100,1.06,UA,1674438762
369,goiatuba,-18.0125,-49.3547,19.85,94,100,2.46,BR,1674438763
370,alice springs,-23.7,133.8833,32.75,40,17,3.6,AU,1674438763
371,belozernyy,45.0643,38.679,0.65,89,0,3.28,RU,1674438764
372,zhanaozen,43.3,52.8,-3.3,88,6,4.94,KZ,1674438764
373,havoysund,70.9963,24.6622,2.13,84,100,6.75,NO,1674438765
374,maldonado,-34.6667,-54.9167,24.57,65,100,2.01,UY,1674438765
375,upington,-28.4478,21.2561,24.21,57,0,2.06,ZA,1674438649
376,yima,34.7381,111.8839,1.75,18,100,5.8,CN,1674438766
377,faanui,-16.4833,-151.75,26.0,72,89,1.68,PF,1674438766
378,novikovo,51.1537,37.8879,-4.51,86,100,3.49,RU,1674438766
379,alta floresta,-9.8756,-56.0861,21.82,97,100,1.43,BR,1674438767
380,yumen,40.2833,97.2,-16.71,47,2,0.64,CN,1674438767
381,sangar,63.9242,127.4739,-46.21,94,99,1.67,RU,1674438767
382,aitape,-3.1374,142.3475,28.8,70,97,1.38,PG,1674438768
383,beroroha,-21.6667,45.1667,23.73,84,100,1.41,MG,1674438768
384,cherskiy,68.75,161.3,-35.82,96,100,1.43,RU,1674438769
385,anadyr,64.75,177.4833,-22.78,63,0,3.0,RU,1674438769
386,jiazi,22.8779,116.067,19.4,78,17,6.6,CN,1674438770
387,svetlyy,54.675,20.1347,-0.97,87,7,3.02,RU,1674438770
388,tondon,10.3667,-13.35,18.93,82,8,0.76,GN,1674438771
389,goderich,43.7501,-81.7165,-0.05,100,72,1.03,CA,1674438771
390,sinnamary,5.3833,-52.95,24.75,86,100,5.96,GF,1674438771
391,fortuna,40.5982,-124.1573,9.43,79,0,4.63,US,1674438771
392,mahajanga,-15.7167,46.3167,26.01,94,75,7.72,MG,1674438772
393,ginir,7.1333,40.7,12.83,57,50,0.89,ET,1674438772
394,nantucket,41.2835,-70.0995,7.08,93,100,6.69,US,1674438772
395,cheremnoye,53.1697,83.2133,-10.67,71,100,9.84,RU,1674438773
396,san luis,-33.295,-66.3356,21.95,59,0,2.68,AR,1674438774
397,pappadatai,39.3133,20.7925,9.9,97,100,1.66,GR,1674438774
398,sivaki,52.6333,126.75,-32.7,82,42,3.88,RU,1674438774
399,shar,49.5886,81.0453,-19.2,72,98,10.36,KZ,1674438774
400,tiznit,29.5833,-9.5,12.28,44,0,1.61,MA,1674438775
401,porto novo,6.4965,2.6036,26.17,84,22,2.66,BJ,1674438775
402,sonoita,31.85,-112.8333,11.4,32,5,1.93,MX,1674438775
403,paamiut,61.994,-49.6678,-7.76,72,100,7.59,GL,1674438775
404,nouadhibou,20.931,-17.0347,16.99,67,0,9.26,MR,1674438776
405,belem de sao francisco,-8.7539,-38.9658,27.49,55,94,5.17,BR,1674438776
406,jacareacanga,-6.2222,-57.7528,22.68,98,100,0.67,BR,1674438776
407,okhotsk,59.3833,143.3,-24.8,82,45,5.47,RU,1674438777
408,bonthe,7.5264,-12.505,24.29,79,90,3.08,SL,1674438777
409,sansare,14.7472,-90.1125,22.48,62,4,1.85,GT,1674438777
410,itarema,-2.9248,-39.9167,25.3,85,75,4.79,BR,1674438777
411,biak,-0.9131,122.8766,27.18,72,100,0.77,ID,1674438778
412,joao pinheiro,-17.7425,-46.1725,20.03,92,100,1.83,BR,1674438778
413,pisco,-13.7,-76.2167,23.03,73,0,4.63,PE,1674438779
414,hammerfest,70.6634,23.6821,5.25,56,0,3.09,NO,1674438779
415,logrono,42.4667,-2.45,3.72,56,0,7.2,ES,1674438779
416,manavalakurichi,8.1333,77.3,24.11,72,79,2.07,IN,1674438780
417,port hawkesbury,45.6169,-61.3485,-1.01,94,75,4.12,CA,1674438780
418,siraha,26.6541,86.2087,14.96,56,0,1.05,NP,1674438661
419,uray,60.1247,64.7758,-12.65,96,11,3.06,RU,1674438781
420,burns lake,54.2331,-125.7533,-4.32,97,100,1.99,CA,1674438781
421,chegem,43.2833,43.1333,-12.93,29,0,3.01,RU,1674438781
422,camabatela,-8.1881,15.375,16.27,99,100,1.09,AO,1674438782
423,kirakira,-10.4544,161.9205,29.24,71,93,2.93,SB,1674438782
424,novellara,44.843,10.7275,3.79,87,100,1.7,IT,1674438782
425,colwyn bay,53.2948,-3.7267,7.89,42,100,3.58,GB,1674438783
426,tateyama,34.9833,139.8667,5.61,87,100,6.99,JP,1674438783
427,nuuk,64.1835,-51.7216,-2.35,90,100,16.74,GL,1674438783
428,payakumbuh,-0.2202,100.6308,22.56,94,100,0.4,ID,1674438784
429,te anau,-45.4167,167.7167,18.87,36,0,1.63,NZ,1674438785
430,marystown,47.1666,-55.1483,-3.12,80,7,4.2,CA,1674438785
431,barcelos,41.5388,-8.6151,6.03,69,6,2.22,PT,1674438785
432,san cristobal,7.7669,-72.225,21.1,75,78,1.0,VE,1674438786
433,erenhot,43.6475,111.9767,-23.78,53,22,4.41,CN,1674438786
434,iralaya,15.0,-83.2333,24.43,84,5,4.39,HN,1674438786
435,saint george,37.1041,-113.5841,3.02,41,100,9.77,US,1674438786
436,palmer,42.1584,-72.3287,1.62,86,100,2.06,US,1674438787
437,garowe,8.4054,48.4845,17.6,76,14,3.63,SO,1674438787
438,udachnyy,66.4167,112.4,-36.64,90,100,1.22,RU,1674438588
439,san patricio,28.017,-97.5169,16.92,38,0,4.19,US,1674438788
440,whitehorse,60.7161,-135.0538,-2.21,86,75,8.23,CA,1674438788
441,bovolone,45.2548,11.1263,7.01,81,100,2.84,IT,1674438789
442,flinders,-34.5833,150.8552,23.92,64,55,3.39,AU,1674438566
443,the valley,18.217,-63.0578,25.05,73,5,8.55,AI,1674438789
444,ifakara,-8.1333,36.6833,21.8,98,100,1.5,TZ,1674438789
445,vestmannaeyjar,63.4427,-20.2734,1.95,56,100,7.38,IS,1674438790
446,santa marta,11.2408,-74.199,29.03,68,20,6.26,CO,1674438790
447,along,28.1667,94.7667,12.56,59,45,0.49,IN,1674438790
448,telimele,10.9167,-13.3333,17.68,70,0,0.92,GN,1674438790
449,camoapa,12.3839,-85.5116,19.97,72,17,2.92,NI,1674438791
450,gizo,-8.103,156.8419,29.16,68,100,3.32,SB,1674438791
451,canberra,-35.2835,149.1281,25.15,51,75,3.6,AU,1674438525
452,san martin,-33.081,-68.4681,29.3,46,4,5.97,AR,1674438792
453,phonhong,18.5007,102.4166,22.1,49,3,0.74,LA,1674438792
454,batticaloa,7.7102,81.6924,25.28,85,74,3.53,LK,1674438792
455,kharp,66.8014,65.8081,-8.62,93,32,3.9,RU,1674438793
456,luwuk,-0.9516,122.7875,27.86,77,100,0.52,ID,1674438793
457,orangeburg,33.4918,-80.8557,9.41,96,100,2.06,US,1674438793
458,zhaotong,27.3167,103.7167,-0.49,72,99,3.13,CN,1674438793
459,torbay,47.6666,-52.7314,-4.35,91,20,7.2,CA,1674438794
460,sungaipenuh,-2.0833,101.3833,19.1,96,100,0.62,ID,1674438795
461,qabaqcol,41.72,46.2647,0.02,55,13,0.76,AZ,1674438795
462,tsiroanomandidy,-18.7667,46.0333,19.28,97,100,2.6,MG,1674438796
463,champoton,19.35,-90.7167,24.28,86,50,3.35,MX,1674438796
464,kaniama,-7.5667,24.1833,18.2,95,100,0.64,CD,1674438796
465,delta,5.5,6.0,25.07,88,4,0.48,NG,1674438796
466,ende,-8.8432,121.6623,29.13,65,75,1.73,ID,1674438797
467,drayton valley,53.2168,-114.9854,-7.6,89,6,2.51,CA,1674438797
468,hirara,24.8,125.2833,20.92,83,75,7.72,JP,1674438684
469,mount gambier,-37.8333,140.7667,26.02,42,10,2.37,AU,1674438797
470,moron,-34.6534,-58.6198,27.77,56,40,2.06,AR,1674438798
471,axim,4.8699,-2.2405,25.91,86,11,2.88,GH,1674438798
472,santa cruz,-17.8,-63.1667,26.7,78,86,4.63,BO,1674438687
473,klaksvik,62.2266,-6.589,6.51,79,100,9.67,FO,1674438799
474,lake cowichan,48.825,-124.0546,3.88,98,100,0.58,CA,1674438799
475,santa barbara,34.7333,-120.0343,10.23,41,0,4.12,US,1674438799
476,afogados da ingazeira,-7.7508,-37.6392,24.77,66,88,3.02,BR,1674438799
477,roald,62.5833,6.1333,7.08,61,75,7.72,NO,1674438800
478,provins,48.5833,3.1667,0.62,89,43,3.5,FR,1674438800
479,manggar,-2.8833,108.2667,27.63,76,100,2.49,ID,1674438800
480,america dourada,-11.4553,-41.4361,20.28,91,32,1.13,BR,1674438801
481,kaduqli,11.0167,29.7167,20.7,14,6,5.11,SD,1674438544
482,mangai,-4.05,19.5333,20.99,96,100,0.93,CD,1674438803
483,panguna,-6.3164,155.4848,27.81,59,100,1.5,PG,1674438803
484,arlit,18.7369,7.3853,20.15,13,0,2.6,NE,1674438803
485,astana,51.1801,71.446,-17.03,71,0,5.0,KZ,1674438804
486,hovd,48.0056,91.6419,-22.77,61,16,0.95,MN,1674438714
487,wick,58.4333,-3.0833,8.03,87,100,5.14,GB,1674438804
488,conceicao do araguaia,-8.2578,-49.2647,22.57,94,66,0.94,BR,1674438804
489,manta,-0.95,-80.7333,26.88,69,0,2.57,EC,1674438805
490,kendari,-3.945,122.4989,30.5,61,100,1.51,ID,1674438793
491,kilindoni,-7.9139,39.6668,26.68,82,100,6.04,TZ,1674438806
492,houma,29.5958,-90.7195,11.67,88,0,1.34,US,1674438806
493,oum hadjer,13.2954,19.6966,22.19,18,67,4.16,TD,1674438806
494,lima,-12.0432,-77.0282,24.39,74,0,4.12,PE,1674438806
495,sao miguel do araguaia,-13.275,-50.1628,21.83,96,100,1.66,BR,1674438807
496,rawson,-43.3002,-65.1023,15.85,71,6,5.87,AR,1674438807
497,ndende,-2.4008,11.3581,22.38,98,98,0.53,GA,1674438807
498,ballina,-28.8667,153.5667,27.79,69,17,4.45,AU,1674438551
499,arman,59.7,150.1667,-24.05,82,12,3.75,RU,1674438808
500,skibbereen,51.55,-9.2667,6.17,92,99,1.55,IE,1674438808
501,floro,61.5996,5.0328,4.98,75,100,9.77,NO,1674438809
502,wright,45.1833,-93.9502,-7.09,93,100,0.0,US,1674438809
503,neuquen,-38.9516,-68.0591,22.94,49,0,1.54,AR,1674438809
504,kapuskasing,49.4169,-82.4331,-5.95,86,100,2.06,CA,1674438810
505,mardin,37.3131,40.7436,3.81,50,0,1.3,TR,1674438810
506,chipinge,-20.1883,32.6236,16.84,89,64,1.33,ZW,1674438810
507,maksatikha,57.797,35.8825,-9.59,98,82,1.33,RU,1674438811
508,tuy hoa,13.0833,109.3,23.82,85,97,3.11,VN,1674438811
509,fuente de oro,3.4594,-73.6128,25.02,54,100,1.75,CO,1674438812
510,lazaro cardenas,17.9583,-102.2,23.32,77,0,1.53,MX,1674438812
511,dinguiraye,11.3,-10.7167,23.11,21,95,2.02,GN,1674438812
512,luba,3.4568,8.5547,24.94,83,86,2.66,GQ,1674438813
513,curanilahue,-37.4667,-73.35,14.25,81,0,2.68,CL,1674438813
514,yaizu,34.8667,138.3333,7.83,81,75,3.6,JP,1674438813
515,aklavik,68.2191,-135.0107,-22.77,92,98,5.24,CA,1674438814
516,talara,-4.5772,-81.2719,24.42,64,0,5.14,PE,1674438814
517,ulladulla,-35.35,150.4667,22.37,61,50,4.25,AU,1674438814
518,parrita,9.5201,-84.3225,24.46,83,30,1.29,CR,1674438814
519,iracoubo,5.4802,-53.2011,24.79,86,99,6.08,GF,1674438815
520,huarmey,-10.0681,-78.1522,21.51,82,96,2.55,PE,1674438815
521,kolo,52.2002,18.6387,1.14,88,100,3.14,PL,1674438816
522,saint-joseph,-21.3667,55.6167,23.21,86,100,1.24,RE,1674438816
523,phulpur,25.55,82.1,16.44,69,81,1.12,IN,1674438816
524,bathurst,-33.4166,149.5806,23.18,57,44,0.45,AU,1674438549
525,viedma,-40.8135,-62.9967,17.98,72,1,4.4,AR,1674438817
526,sorong,-0.8833,131.25,27.63,76,100,1.53,ID,1674438817
527,mayo,38.8876,-76.5119,5.06,92,100,3.6,US,1674438817
528,dandong,40.1292,124.3947,-10.21,62,84,7.7,CN,1674438538
529,ternate,0.8,127.4,27.58,76,97,1.59,ID,1674438818
530,moose factory,51.2585,-80.6094,-7.0,79,81,1.54,CA,1674438818
531,vengurla,15.8667,73.6333,19.27,66,46,2.12,IN,1674438818
532,amarillo,35.222,-101.8313,3.71,53,4,3.36,US,1674438818
533,hay river,60.8156,-115.7999,-14.01,78,75,1.54,CA,1674438819
534,minab,27.1467,57.0801,13.67,31,6,5.75,IR,1674438819
535,lambarene,-0.7001,10.2406,23.88,95,94,1.27,GA,1674438820
536,bogale,16.2833,95.4,22.21,38,69,3.25,MM,1674438821
537,myitkyina,25.3833,97.4,15.15,45,100,0.83,MM,1674438821
538,wagga wagga,-35.1167,147.3667,27.56,48,0,0.45,AU,1674438816
539,tottori,35.5,134.2333,6.04,81,20,3.6,JP,1674438822
540,beloha,-25.1667,45.05,23.92,83,100,7.04,MG,1674438528
541,isangel,-19.55,169.2667,30.06,84,40,1.03,VU,1674438822
542,grenaa,56.4158,10.8783,0.12,86,7,0.67,DK,1674438823
543,biloela,-24.4167,150.5,29.54,51,45,1.9,AU,1674438823
544,mandera,3.9366,41.867,25.45,67,1,5.33,KE,1674438823
545,karratha,-20.7377,116.8463,31.59,48,49,1.32,AU,1674438823
546,maymyo,22.0333,96.4667,16.55,36,89,1.08,MM,1674438824
547,potenza,40.6443,15.8086,2.18,85,100,2.68,IT,1674438824
548,praya,14.9215,-23.5087,20.3,64,20,4.12,CV,1674438824
549,goure,13.9835,10.2704,18.93,11,43,3.76,NE,1674438825
550,jalu,29.0331,21.5482,11.27,48,0,3.43,LY,1674438825
551,guadalupe y calvo,26.1,-106.9667,1.21,35,0,1.92,MX,1674438826
552,nivala,63.9167,24.9667,-8.51,87,6,4.18,FI,1674438826
553,tabou,4.423,-7.3528,25.71,85,69,3.56,CI,1674438827
554,sinegorye,62.0788,150.477,-30.06,98,100,2.69,RU,1674438827
555,shebunino,46.4339,141.8603,-9.9,81,100,3.41,RU,1674438827
556,zaysan,47.4667,84.8667,-25.82,73,0,1.15,KZ,1674438827
557,alyangula,-13.8483,136.4192,26.77,85,100,8.38,AU,1674438828
558,sao joao da barra,-21.6403,-41.0511,23.73,91,98,1.2,BR,1674438828
559,manacapuru,-3.2997,-60.6206,24.1,93,90,1.77,BR,1674438829
560,saint albans,51.75,-0.3333,-0.61,100,8,2.06,GB,1674438829
561,swellendam,-34.0226,20.4417,19.8,83,0,0.93,ZA,1674438829
562,charters towers,-20.1,146.2667,30.74,47,22,5.59,AU,1674438678
563,redwater,33.3582,-94.2544,6.21,65,53,2.68,US,1674438830
